event_id,title,magnitude,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,distance_from_location,direction_from_location,location,date_time,day,month,year,City,Country,Continent,time_hour
474,"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,7,7,,0,1280,us,415,0,12.5,mwc,11,-34.29,-71.891,61,NW,"Santa Cruz, Chile","11-03-2010 14:39",11,3,2010,"Santa Cruz",Chile,"South America",14
475,"M 6.9 - 21 km N of Tome, Chile",6.9,7,7,,0,988,us,382,0,34.7,mww,26,-36.422,-72.96,21,N,"Tome, Chile","11-02-2011 20:05",11,2,2011,Tome,Chile,"South America",20
476,"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,5,6,,0,915,us,447,0,15.3,mww,91,2.965,97.893,68,WSW,"Kabanjahe, Indonesia","05-09-2011 17:55",5,9,2011,Kabanjahe,Indonesia,Asia,17
477,"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,4,6,,0,717,us,401,0,23.2,mwc,26,-3.762,100.991,141,W,"Bengkulu, Indonesia","05-03-2010 16:07",5,3,2010,Bengkulu,Indonesia,Asia,16
478,"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,7,7,,0,1449,us,372,0,25.3,mww,68,28.777,63.951,46,WSW,"Dalbandin, Pakistan","18-01-2011 20:23",18,1,2011,Dalbandin,Pakistan,Asia,20
479,"M 7.0 - 133 km SSE of Isangel, Vanuatu",7,7,5,,0,761,us,406,0,15.3,mww,185.1,-20.671,169.716,133,SSE,"Isangel, Vanuatu","03-09-2011 22:55",3,9,2011,Isangel,Vanuatu,Oceania,22
480,"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,7,7,,0,736,us,255,0,27.8,mwb,18,-36.665,-73.374,23,WNW,"Talcahuano, Chile","05-03-2010 11:47",5,3,2010,Talcahuano,Chile,"South America",11
481,"M 7.6 - 191 km S of 'Ohonua, Tonga",7.6,7,5,,0,916,us,504,0,14,mwc,31,-23.043,-174.66,191,S,"'Ohonua, Tonga","19-03-2009 18:17",19,3,2009,'Ohonua,Tonga,Oceania,18
482,"M 7.0 - 118 km NNE of Tadine, New Caledonia",7,2,5,,0,755,us,578,0,13.3,mww,9,-20.628,168.471,118,NNE,"Tadine, New Caledonia","13-01-2011 16:16",13,1,2011,Tadine,"New Caledonia",Oceania,16
483,"M 7.0 - 64 km ESE of Contamana, Peru",7,6,6,,0,913,us,471,0,26.9,mww,147,-7.641,-74.525,64,ESE,"Contamana, Peru","24-08-2011 17:46",24,8,2011,Contamana,Peru,"South America",17
484,"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,0,4,,0,650,us,426,0,18.7,mwb,176,-13.571,167.227,48,NW,"Sola, Vanuatu","04-03-2010 14:02",4,3,2010,Sola,Vanuatu,Oceania,14
485,"M 7.2 - 42 km NNW of Carahue, Chile",7.2,8,7,,0,1054,us,397,0,30.1,mww,24,-38.355,-73.326,42,NNW,"Carahue, Chile","02-01-2011 20:20",2,1,2011,Carahue,Chile,"South America",20
486,"M 7.2 - 196 km SSE of Sarangani, Philippines",7.2,3,7,,0,802,us,432,0,18.6,mwc,20,3.886,126.387,196,SSE,"Sarangani, Philippines","11-02-2009 17:34",11,2,2009,Sarangani,Philippines,Asia,17
487,"M 7.4 - 124 km W of Lebu, Chile",7.4,0,5,,0,842,us,409,0,17.6,mwc,35,-37.773,-75.048,124,W,"Lebu, Chile","27-02-2010 08:01",27,2,2010,Lebu,Chile,"South America",8
488,"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,0,5,,0,820,us,409,0,12,mwc,16,-19.702,167.947,141,W,"Isangel, Vanuatu","25-12-2010 13:16",25,12,2010,Isangel,Vanuatu,Oceania,13
489,"M 7.4 - 86 km WNW of Manokwari, Indonesia",7.4,7,7,,0,846,us,314,0,21.1,mwc,23,-0.691,133.305,86,WNW,"Manokwari, Indonesia","03-01-2009 22:33",3,1,2009,Manokwari,Indonesia,Asia,22
490,"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,8,8,,0,1991,official,454,0,17.8,mww,22.9,-36.122,-72.898,36,WNW,"Quirihue, Chile","27-02-2010 06:34",27,2,2010,Quirihue,Chile,"South America",6
491,"M 6.7 - 111 km SE of Bam, Iran",6.7,3,7,,0,708,us,279,0,24.3,mwc,12,28.412,59.18,111,SE,"Bam, Iran","20-12-2010 18:41",20,12,2010,Bam,Iran,Asia,18
492,"M 6.6 - 50 km S of Jurm, Afghanistan",6.6,5,4,,0,765,us,344,0,22.6,mwc,204.8,36.419,70.743,50,S,"Jurm, Afghanistan","03-01-2009 20:23",3,1,2009,Jurm,Afghanistan,Asia,20
493,"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7,6,6,,0,1180,us,487,0,15.7,mwc,25,25.93,128.425,70,SE,"Katsuren-haebaru, Japan","26-02-2010 20:31",26,2,2010,Katsuren-haebaru,Japan,Asia,20
494,"M 7.0 - 10 km SE of Leogane, Haiti",7,9,9,,0,1623,us,500,0,22.7,mwc,13,18.443,-72.571,10,SE,"Leogane, Haiti","12-01-2010 21:53",12,1,2010,Leogane,Haiti,"North America",21
495,"M 7.7 - 140 km WNW of Manokwari, Indonesia",7.7,5,7,,0,918,us,288,0,29.8,mwc,17,-0.414,132.885,140,WNW,"Manokwari, Indonesia","03-01-2009 19:43",3,1,2009,Manokwari,Indonesia,Asia,19
496,"M 6.5 - 37 km WNW of Ferndale, California",6.5,7,7,,0,1360,nc,51,0.3225,220,mw,28.737,40.652,-124.692,37,WNW,"Ferndale, California","10-01-2010 00:27",10,1,2010,Ferndale,US,"North America",0
497,"M 7.4 - 135 km NW of Gorontalo, Indonesia",7.4,9,7,,0,848,us,365,0,33.7,mww,30,1.271,122.091,135,NW,"Gorontalo, Indonesia","16-11-2008 17:02",16,11,2008,Gorontalo,Indonesia,Asia,17
498,"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,0,6,,0,670,us,306,0,18.5,mwb,33,-6.001,149.977,52,ENE,"Kandrian, Papua New Guinea","02-12-2010 03:12",2,12,2010,Kandrian,"Papua New Guinea",Oceania,3
499,"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,3,6,,0,713,us,338,0,15,mwc,15.4,-9.019,157.551,127,SE,"Gizo, Solomon Islands","05-01-2010 12:15",5,1,2010,Gizo,"Solomon Islands",Oceania,12
500,"M 6.7 - 19 km SW of Brisas Barra de Suchiate, Mexico",6.7,5,6,,0,731,us,481,0,28.6,mwc,24,14.423,-92.364,19,SW,"Brisas Barra de Suchiate, Mexico","16-10-2008 19:41",16,10,2008,"Brisas Barra de Suchiate",Mexico,"North America",19
501,"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,4,7,,0,946,us,379,0,23,mwc,20.1,-3.487,100.082,215,SW,"Sungai Penuh, Indonesia","25-10-2010 14:42",25,10,2010,"Sungai Penuh",Indonesia,Asia,14
502,"M 6.7 - 131 km SE of Nookat, Kyrgyzstan",6.7,0,6,,0,691,us,529,0,22.3,mwc,27.4,39.533,73.824,131,SE,"Nookat, Kyrgyzstan","05-10-2008 15:52",5,10,2008,Nookat,Kyrgyzstan,Asia,15
503,"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,5,7,,0,780,us,377,0,15,mwc,10,-8.783,157.354,94,SE,"Gizo, Solomon Islands","03-01-2010 22:36",3,1,2010,Gizo,"Solomon Islands",Oceania,22
504,"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,5,5,,0,776,us,352,0,50.3,mwc,13,24.696,-109.156,97,SSW,"El Huitusi, Mexico","21-10-2010 17:53",21,10,2010,"El Huitusi",Mexico,"North America",17
505,"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,5,7,,0,672,us,282,0,16.6,mwc,10,-8.726,157.487,98,SE,"Gizo, Solomon Islands","03-01-2010 21:48",3,1,2010,Gizo,"Solomon Islands",Oceania,21
506,"M 6.8 - 122 km SSE of Obihiro, Japan",6.8,0,6,,0,711,us,500,0,22.2,mwc,25,41.892,143.754,122,SSE,"Obihiro, Japan","11-09-2008 00:20",11,9,2008,Obihiro,Japan,Asia,0
507,"M 7.0 - Near the south coast of Papua, Indonesia",7,8,5,,0,772,us,271,0,15.1,mwc,26,-4.963,133.76,NULL,NULL,"Papua, Indonesia","29-09-2010 17:11",29,9,2010,Papua,Indonesia,Asia,17
508,"M 6.5 - 92 km N of Iquique, Chile",6.5,6,7,,0,698,us,390,0,17.7,mwc,27,-19.394,-70.321,92,N,"Iquique, Chile","13-11-2009 03:05",13,11,2009,Iquique,Chile,"South America",3
509,"M 6.6 - 73 km WNW of Tobelo, Indonesia",6.6,0,6,,0,670,us,463,0,14.1,mwc,96,1.885,127.363,73,WNW,"Tobelo, Indonesia","11-09-2008 00:00",11,9,2008,Tobelo,Indonesia,Asia,0
510,"M 7.0 - 19 km NE of Methven, New Zealand",7,8,8,,0,1245,us,365,0,15.8,mwc,12,-43.522,171.83,19,NE,"Methven, New Zealand","03-09-2010 16:35",3,9,2010,Methven,"New Zealand",Oceania,16
511,"M 6.9 - 75 km WNW of Sola, Vanuatu",6.9,0,6,,0,732,us,531,0,14.9,mwc,110,-13.501,166.967,75,WNW,"Sola, Vanuatu","08-09-2008 18:52",8,9,2008,Sola,Vanuatu,Oceania,18
512,"M 6.7 - 221 km NE of Jumla, Nepal",6.7,4,7,,0,692,us,325,0,28,mwc,12,30.901,83.52,221,NE,"Jumla, Nepal","25-08-2008 13:21",25,8,2008,Jumla,Nepal,Asia,13
513,"M 7.1 - Ecuador",7.1,6,5,,0,945,us,672,0,12.4,mwc,206.7,-1.266,-77.306,NULL,NULL,Ecuador,"12-08-2010 11:54",12,8,2010,Ecuador,Ecuador,"South America",11
514,"M 6.8 - 29 km ENE of Morioka, Japan",6.8,8,7,,0,1046,us,633,0,20.2,mwc,108,39.802,141.464,29,ENE,"Morioka, Japan","23-07-2008 15:26",23,7,2008,Morioka,Japan,Asia,15
515,"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,7,7,,0,850,us,405,0,20.2,mwc,25,-17.541,168.069,33,NW,"Port-Vila, Vanuatu","10-08-2010 05:23",10,8,2010,Port-Vila,Vanuatu,Oceania,5
516,"M 7.0 - 107 km E of Namie, Japan",7,5,5,,0,840,us,577,0,18.2,mwc,22,37.552,142.214,107,E,"Namie, Japan","19-07-2008 02:39",19,7,2008,Namie,Japan,Asia,2
517,"M 6.9 - 151 km E of Namie, Japan",6.9,5,5,,0,825,duputel,0,0,0,mww,25.5,37.55,142.714,151,E,"Namie, Japan","19-07-2008 02:39",19,7,2008,Namie,Japan,Asia,2
518,"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7,4,6,,0,757,us,396,0,12.7,mww,44,-5.746,150.765,72,ESE,"Kimbe, Papua New Guinea","04-08-2010 22:01",4,8,2010,Kimbe,"Papua New Guinea",Oceania,22
519,"M 6.6 - 124 km SW of Bamboo Flat, India",6.6,4,5,,0,680,us,630,0,18.4,mwc,17,11.005,91.824,124,SW,"Bamboo Flat, India","27-06-2008 11:40",27,6,2008,"Bamboo Flat",India,Asia,11
520,"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,5,4,,0,659,us,403,0,11.1,mwc,220,-5.486,146.822,118,ESE,"Madang, Papua New Guinea","04-08-2010 07:15",4,8,2010,Madang,"Papua New Guinea",Oceania,7
521,"M 6.9 - 24 km WSW of Mizusawa, Japan",6.9,7,8,,0,888,us,654,0,17.1,mwc,7.8,39.03,140.881,24,WSW,"Mizusawa, Japan","13-06-2008 23:43",13,6,2008,Mizusawa,Japan,Asia,23
522,"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,5,6,,0,787,us,564,0,12.3,mww,28,-18.311,168.218,64,S,"Port-Vila, Vanuatu","20-08-2011 18:19",20,8,2011,Port-Vila,Vanuatu,Oceania,18
523,"M 7.9 - 58 km W of Tianpeng, China",7.9,9,9,,0,1870,us,774,0,11.3,mwc,19,31.002,103.322,58,W,"Tianpeng, China","12-05-2008 06:28",12,5,2008,Tianpeng,China,Asia,6
524,"M 7.6 - 61 km W of Bantogon, Philippines",7.6,5,3,,0,902,us,340,0,15.1,mwc,578,6.497,123.48,61,W,"Bantogon, Philippines","23-07-2010 22:51",23,7,2010,Bantogon,Philippines,Asia,22
525,"M 6.9 - 78 km NE of Hasaki, Japan",6.9,5,5,,0,910,us,519,0,21.1,mwc,27,36.164,141.526,78,NE,"Hasaki, Japan","07-05-2008 16:45",7,5,2008,Hasaki,Japan,Asia,16
526,"M 7.3 - New Britain region, Papua New Guinea",7.3,8,7,,0,831,us,397,0,18.2,mwc,35,-5.931,150.59,NULL,NULL,"New Britain region, Papua New Guinea","18-07-2010 13:34",18,7,2010,"New Britain region","Papua New Guinea",Oceania,13
527,"M 7.3 - 71 km SW of Isangel, Vanuatu",7.3,0,6,,0,820,us,486,0,13.4,mwc,33,-20.071,168.892,71,SW,"Isangel, Vanuatu","09-04-2008 12:46",9,4,2008,Isangel,Vanuatu,Oceania,12
528,"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,4,7,,0,737,us,456,0,15.7,mwc,28,-5.966,150.428,56,SE,"Kimbe, Papua New Guinea","18-07-2010 13:04",18,7,2010,Kimbe,"Papua New Guinea",Oceania,13
529,"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,0,5,,0,650,us,322,0,15,mwc,35,-18.308,168.156,65,SSW,"Port-Vila, Vanuatu","20-08-2011 17:13",20,8,2011,Port-Vila,Vanuatu,Oceania,17
530,"M 7.3 - 77 km ENE of Ba, Fiji",7.3,0,4,,0,820,us,430,0,15,mwc,595,-17.239,178.331,77,ENE,"Ba, Fiji","09-11-2009 10:44",9,11,2009,Ba,Fiji,Oceania,10
531,"M 7.2 - 226 km SE of Hotan, China",7.2,0,7,,0,798,us,532,0,25.9,mwc,10,35.49,81.467,226,SE,"Hotan, China","20-03-2008 22:32",20,3,2008,Hotan,China,Asia,22
532,"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,7,6,,0,677,us,305,0,20.4,mwc,18,-8.207,118.631,29,NNW,"Bima, Indonesia","08-11-2009 19:41",8,11,2009,Bima,Indonesia,Asia,19
533,"M 6.9 - Philippine Islands region",6.9,4,5,,0,740,us,544,0,25.9,mwc,24,13.351,125.63,NULL,NULL,"Philippine Islands region","03-03-2008 14:11",3,3,2008,"Philippine Islands region",Philippines,Asia,14
534,"M 6.8 - 98 km NNE of Naze, Japan",6.8,0,6,,0,711,us,424,0,21.4,mwc,34,29.218,129.782,98,NNE,"Naze, Japan","30-10-2009 07:03",30,10,2009,Naze,Japan,Asia,7
535,"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,8,6,,0,813,us,280,0,18.4,mww,32,-18.365,168.143,71,SSW,"Port-Vila, Vanuatu","20-08-2011 16:55",20,8,2011,Port-Vila,Vanuatu,Oceania,16
536,"M 6.7 - 155 km SSW of Padang, Indonesia",6.7,5,6,,0,696,us,543,0,15.1,mwc,25,-2.245,99.808,155,SSW,"Padang, Indonesia","25-02-2008 21:02",25,2,2008,Padang,Indonesia,Asia,21
537,"M 6.6 - 30 km SSE of Canete, Chile",6.6,6,7,,0,753,us,295,0,52.8,mwc,22,-38.067,-73.31,30,SSE,"Canete, Chile","14-07-2010 08:32",14,7,2010,Canete,Chile,"South America",8
538,"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,4,6,,0,972,us,397,0,11,mwc,130,-6.133,130.385,268,WSW,"Tual, Indonesia","24-10-2009 14:40",24,10,2009,Tual,Indonesia,Asia,14
539,"M 6.6 - 161 km SSW of Padang, Indonesia",6.6,4,6,,0,674,us,421,0,17.7,mwc,25,-2.332,99.891,161,SSW,"Padang, Indonesia","25-02-2008 18:06",25,2,2008,Padang,Indonesia,Asia,18
540,"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,5,6,,0,696,us,392,0,18.7,mwc,35,-10.627,161.447,55,WSW,"Kirakira, Solomon Islands","26-06-2010 05:30",26,6,2010,Kirakira,"Solomon Islands",Oceania,5
541,"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,0,5,,0,711,us,174,0,30.2,mwc,35,-13.298,165.91,188,WNW,"Sola, Vanuatu","08-10-2009 08:28",8,10,2009,Sola,Vanuatu,Oceania,8
542,"M 7.2 - 164 km WSW of Sungai Penuh, Indonesia",7.2,4,7,,0,832,us,505,0,18.4,mwc,25,-2.486,99.972,164,WSW,"Sungai Penuh, Indonesia","25-02-2008 08:36",25,2,2008,"Sungai Penuh",Indonesia,Asia,8
543,"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,3,6,,0,674,us,229,0,16.6,mww,10,-3.518,144.828,103,NE,"Angoram, Papua New Guinea","31-07-2011 23:38",31,7,2011,Angoram,"Papua New Guinea",Oceania,23
544,"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,0,7,,0,670,us,309,0,25,mwc,10.5,-2.329,136.484,135,SSE,"Biak, Indonesia","16-06-2010 03:58",16,6,2010,Biak,Indonesia,Asia,3
545,"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,0,7,,0,842,us,314,0,20.2,mwc,31.1,-13.093,166.497,143,NW,"Sola, Vanuatu","07-10-2009 23:13",7,10,2009,Sola,Vanuatu,Oceania,23
546,"M 6.5 - 166 km WSW of Sungai Penuh, Indonesia",6.5,4,6,,0,654,us,429,0,28.3,mwc,22,-2.405,99.931,166,WSW,"Sungai Penuh, Indonesia","24-02-2008 14:46",24,2,2008,"Sungai Penuh",Indonesia,Asia,14
547,"M 7.6 - Kermadec Islands region",7.6,3,7,,0,893,us,567,0,33.5,mww,17,-29.539,-176.34,NULL,NULL,"Kermadec Islands region","06-07-2011 19:03",6,7,2011,"Kermadec Islands region","Kermadec Islands",Oceania,19
548,"M 7.4 - 56 km NW of Sinabang, Indonesia",7.4,5,7,,0,914,us,607,0,16.4,mwc,26,2.768,95.964,56,NW,"Sinabang, Indonesia","20-02-2008 08:08",20,2,2008,Sinabang,Indonesia,Asia,8
549,"M 6.5 - 50 km S of Koroni, Greece",6.5,8,5,,0,692,us,650,0,30.7,mwc,28,36.345,21.863,50,S,"Koroni, Greece","14-02-2008 12:08",14,2,2008,Koroni,Greece,Europe,12
550,"M 7.0 - 121 km SSE of Biak, Indonesia",7,3,7,,0,755,us,307,0,18.1,mwc,18,-2.174,136.543,121,SSE,"Biak, Indonesia","16-06-2010 03:16",16,6,2010,Biak,Indonesia,Asia,3
551,"M 6.9 - 35 km S of Methoni, Greece",6.9,6,6,,0,941,us,645,0,30.6,mwc,29,36.501,21.67,35,S,"Methoni, Greece","14-02-2008 10:09",14,2,2008,Methoni,Greece,Europe,10
552,"M 6.8 - 70 km N of Te Anau, New Zealand",6.8,4,7,,0,744,us,338,0,19,mwc,18,-44.796,167.553,70,N,"Te Anau, New Zealand","15-10-2007 12:29",15,10,2007,"Te Anau","New Zealand",Oceania,12
553,"M 6.5 - 9 km SSW of General Pascual Fentes, Mexico",6.5,7,6,,0,723,us,521,0,27.6,mwc,83,16.357,-94.304,9,SSW,"General Pascual Fentes, Mexico","12-02-2008 12:50",12,2,2008,"General Pascual Fentes",Mexico,"North America",12
554,"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,0,6,,0,936,us,195,0,20.3,mwc,35,-12.517,166.382,196,NW,"Sola, Vanuatu","07-10-2009 22:18",7,10,2009,Sola,Vanuatu,Oceania,22
555,"M 7.5 - Nicobar Islands, India region",7.5,6,5,,0,1144,us,514,0,18.6,mwc,35,7.881,91.936,NULL,NULL,"Nicobar Islands, India region","12-06-2010 19:26",12,6,2010,"Nicobar Islands",India,Asia,19
556,"M 6.8 - 154 km ESE of Kokopo, Papua New Guinea",6.8,4,5,,0,713,us,348,0,15.5,mwc,40,-4.99,153.5,154,ESE,"Kokopo, Papua New Guinea","26-09-2007 12:36",26,9,2007,Kokopo,"Papua New Guinea",Oceania,12
557,"M 6.6 - 46 km SSE of Gisborne, New Zealand",6.6,7,6,,0,808,us,461,0,18.8,mwc,20,-39.011,178.291,46,SSE,"Gisborne, New Zealand","20-12-2007 07:55",20,12,2007,Gisborne,"New Zealand",Oceania,7
558,"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,4,7,,0,916,us,283,0,23.2,mww,45,-13.006,166.51,148,NW,"Sola, Vanuatu","07-10-2009 22:03",7,10,2009,Sola,Vanuatu,Oceania,22
559,"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,5,6,,0,804,us,327,0,11.7,mwc,31,-13.698,166.643,100,WNW,"Sola, Vanuatu","27-05-2010 17:14",27,5,2010,Sola,Vanuatu,Oceania,17
560,"M 6.7 - 118 km SSW of Padang, Indonesia",6.7,3,5,,0,696,us,503,0,26.9,mwc,30,-1.999,100.141,118,SSW,"Padang, Indonesia","20-09-2007 08:31",20,9,2007,Padang,Indonesia,Asia,8
562,"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.6,7,7,,0,787,us,417,0,30.1,mwc,9,-2.482,101.524,49,SSE,"Sungai Penuh, Indonesia","01-10-2009 01:52",1,10,2009,"Sungai Penuh",Indonesia,Asia,1
563,"M 7.0 - 153 km SSW of Padang, Indonesia",7,4,7,,0,768,us,537,0,23.1,mwc,22,-2.13,99.627,153,SSW,"Padang, Indonesia","13-09-2007 03:35",13,9,2007,Padang,Indonesia,Asia,3
564,"M 7.4 - 18 km WNW of Basse-Pointe, Martinique",7.4,7,7,,0,1542,us,663,0,13.4,mwb,156,14.944,-61.274,18,WNW,"Basse-Pointe, Martinique","29-11-2007 19:00",29,11,2007,Basse-Pointe,Martinique,"North America",19
565,"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,5,6,,0,918,us,611,0,20.6,mwc,38,3.748,96.018,45,SSW,"Meulaboh, Indonesia","09-05-2010 05:59",9,5,2010,Meulaboh,Indonesia,Asia,5
566,"M 6.5 - Kepulauan Mentawai region, Indonesia",6.5,0,5,,0,650,us,409,0,26.2,mwc,28.9,-1.689,99.668,NULL,NULL,"Kepulauan Mentawai region, Indonesia","13-09-2007 02:30",13,9,2007,"Kepulauan Mentawai region",Indonesia,Asia,2
567,"M 6.6 - 60 km SSE of Kirakira, Solomon Islands",6.6,3,6,,0,672,us,280,0,26.9,mwc,16,-10.95,162.149,60,SSE,"Kirakira, Solomon Islands","27-11-2007 11:49",27,11,2007,Kirakira,"Solomon Islands",Oceania,11
568,"M 6.9 - 233 km NNW of Qamdo, China",6.9,6,9,,0,773,us,410,0,14.9,mwc,17,33.165,96.548,233,NNW,"Qamdo, China","13-04-2010 23:49",13,4,2010,Qamdo,China,Asia,23
569,"M 6.5 - 34 km N of Dompu, Indonesia",6.5,5,7,,0,653,us,272,0,27.6,mwc,18,-8.224,118.467,34,N,"Dompu, Indonesia","25-11-2007 19:53",25,11,2007,Dompu,Indonesia,Asia,19
570,"M 6.5 - 28 km NNW of Dompu, Indonesia",6.5,7,7,,0,657,us,353,0,27.5,mwc,20,-8.292,118.37,28,NNW,"Dompu, Indonesia","25-11-2007 16:02",25,11,2007,Dompu,Indonesia,Asia,16
571,"M 6.8 - 107 km N of Lae, Papua New Guinea",6.8,6,6,,0,722,us,341,0,15.9,mwc,53,-5.757,147.098,107,N,"Lae, Papua New Guinea","22-11-2007 08:48",22,11,2007,Lae,"Papua New Guinea",Oceania,8
572,"M 6.8 - 30 km E of Macas, Ecuador",6.8,7,6,,0,790,us,649,0,27,mwc,122.9,-2.312,-77.838,30,E,"Macas, Ecuador","16-11-2007 03:13",16,11,2007,Macas,Ecuador,"South America",3
573,"M 7.9 - 87 km SW of Sungai Penuh, Indonesia",7.9,8,7,,0,1133,us,446,0,29.1,mwc,35,-2.625,100.841,87,SW,"Sungai Penuh, Indonesia","12-09-2007 23:49",12,9,2007,"Sungai Penuh",Indonesia,Asia,23
574,"M 6.6 - 42 km NNW of Tilichiki, Russia",6.6,0,7,,0,670,us,548,0,28,mwc,19,60.772,165.743,42,NNW,"Tilichiki, Russia","22-05-2006 11:12",22,5,2006,Tilichiki,Russia,Europe,11
576,"M 7.8 - 148 km WSW of Sungai Penuh, Indonesia",7.8,7,8,,0,1152,duputel,0,0,0,mww,40.5,-2.52,100.139,148,WSW,"Sungai Penuh, Indonesia","12-09-2007 23:49",12,9,2007,"Sungai Penuh",Indonesia,Asia,23
577,"M 6.8 - 256 km SSW of Singkil, Indonesia",6.8,4,5,,0,719,us,701,0,16.3,mwb,12,0.093,97.05,256,SSW,"Singkil, Indonesia","16-05-2006 15:28",16,5,2006,Singkil,Indonesia,Asia,15
578,"M 7.7 - 36 km ESE of Tocopilla, Chile",7.7,8,7,,0,995,us,610,0,22.4,mwc,40,-22.247,-69.89,36,ESE,"Tocopilla, Chile","14-11-2007 15:40",14,11,2007,Tocopilla,Chile,"South America",15
579,"M 8.4 - 122 km SW of Bengkulu, Indonesia",8.4,0,6,,0,1086,official,411,0,32.3,mww,34,-4.438,101.367,122,SW,"Bengkulu, Indonesia","12-09-2007 11:10",12,9,2007,Bengkulu,Indonesia,Asia,11
580,"M 8.0 - 47 km SSE of Pangai, Tonga",8,7,7,,0,1013,us,626,0,20.7,mwc,55,-20.187,-174.123,47,SSE,"Pangai, Tonga","03-05-2006 15:26",3,5,2006,Pangai,Tonga,Oceania,15
581,"M 6.8 - 39 km WNW of Timbiqui, Colombia",6.8,5,6,,0,747,us,653,0,17.6,mwc,15,2.966,-77.963,39,WNW,"Timbiqui, Colombia","10-09-2007 01:49",10,9,2007,Timbiqui,Colombia,"South America",1
582,"M 8.0 - 50 km ESE of Pangai, Tonga",8,8,9,,0,1026,duputel,0,0,0,mww,60.5,-19.99,-173.907,50,ESE,"Pangai, Tonga","03-05-2006 15:26",3,5,2006,Pangai,Tonga,Oceania,15
583,"M 7.2 - 97 km S of Lata, Solomon Islands",7.2,0,5,,0,798,us,312,0,21.3,mwc,35,-11.61,165.762,97,S,"Lata, Solomon Islands","02-09-2007 01:05",2,9,2007,Lata,"Solomon Islands",Oceania,1
584,"M 6.5 - 73 km WNW of Copiapo, Chile",6.5,7,7,,0,653,us,282,0,46.3,mwc,12,-27.211,-71.056,73,WNW,"Copiapo, Chile","30-04-2006 21:40",30,4,2006,Copiapo,Chile,"South America",21
585,"M 6.8 - 138 km W of Bengkulu, Indonesia",6.8,3,5,,0,713,us,494,0,23.9,mwc,21,-3.899,101.02,138,W,"Bengkulu, Indonesia","24-10-2007 21:02",24,10,2007,Bengkulu,Indonesia,Asia,21
586,"M 6.5 - 31 km WSW of Malango, Solomon Islands",6.5,5,6,,0,675,us,382,0,12.8,mwc,15,-9.834,159.465,31,WSW,"Malango, Solomon Islands","16-08-2007 08:39",16,8,2007,Malango,"Solomon Islands",Oceania,8
587,"M 6.7 - 78 km WNW of Copiapo, Chile",6.7,6,7,,0,696,us,277,0,25.6,mwb,12,-27.017,-71.022,78,WNW,"Copiapo, Chile","30-04-2006 19:17",30,4,2006,Copiapo,Chile,"South America",19
588,"M 8.0 - 41 km SW of San Vicente de Canete, Peru",8,9,8,,0,1385,us,625,0,25.7,mwc,39,-13.386,-76.603,41,SW,"San Vicente de Canete, Peru","15-08-2007 23:40",15,8,2007,"San Vicente de Canete",Peru,"South America",23
589,"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,8,8,,0,1639,us,498,0,14,mwc,81,-0.72,99.867,30,WSW,"Pariaman, Indonesia","30-09-2009 10:16",30,9,2009,Pariaman,Indonesia,Asia,10
590,"M 6.6 - 80 km E of Tilichiki, Russia",6.6,0,8,,0,670,us,645,0,28.4,mwc,11,60.491,167.516,80,E,"Tilichiki, Russia","29-04-2006 16:58",29,4,2006,Tilichiki,Russia,Europe,16
